condition,arm,tech,firms,groups,measure,mean,ci_low,ci_high
cm3_12w,bc_dyads,blockchain,6,3,fill_rate,1.0333895483771727e-08,-1.0320762831258569e-08,3.0988553798802025e-08
cm3_12w,bc_dyads,blockchain,6,3,retail_on_time_rate,0.0,0.0,0.0
cm3_12w,bc_dyads,blockchain,6,3,quality_mean,0.0002099371547968724,0.00020672672490348147,0.0002131475846902633
cm3_12w,bc_dyads,blockchain,6,3,costs_tech,3072000.0,3072000.0,3072000.0
cm3_12w,bc_dyads,blockchain,6,3,costs_stockout,-199.14133333762487,-597.1732760832675,198.89060940801778
cm3_12w,bc_dyads,blockchain,6,3,costs_holding,511204.3413333654,491296.4124499095,531112.2702168213
cm3_12w,bc_dyads,blockchain,6,3,scrap_value,-23879250.87399996,-24027462.25290961,-23731039.495090313
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_DC,-6.687487115186741e-08,-2.723149776539269e-07,1.3856523535019204e-07
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_MFG,-2.3195172540961076e-05,-8.362882186327929e-05,3.7238476781357143e-05
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_CM,-0.017635293093466942,-0.02148962640754619,-0.013780959779387697
cm3_12w,bc_hub_cm3,blockchain,6,1,network_profit,100929043.77699865,98706545.41299245,103151542.14100486
cm3_12w,bc_hub_cm3,blockchain,6,1,network_profit_with_inventory,103281021.27132645,100958259.30167387,105603783.24097903
cm3_12w,bc_hub_cm3,blockchain,6,1,satisfaction_index,0.00040570435166349027,0.00038463246939684137,0.00042677623393013917
cm3_12w,bc_hub_cm3,blockchain,6,1,fill_rate,5.352186629104342e-05,1.3291653765561807e-05,9.375207881652504e-05
cm3_12w,bc_hub_cm3,blockchain,6,1,retail_on_time_rate,-4.9139336122161484e-06,-2.2304115834016453e-05,1.2476248609584154e-05
cm3_12w,bc_hub_cm3,blockchain,6,1,quality_mean,0.0019020879930080133,0.0018723072098901783,0.0019318687761258483
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_tech,2047999.9799999993,2047999.979999999,2047999.9799999995
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_stockout,-1031290.1556666653,-1806030.8061896148,-256549.50514371588
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_holding,4251490.858000024,3972188.324676604,4530793.391323444
cm3_12w,bc_hub_cm3,blockchain,6,1,scrap_value,-151609551.58366665,-152614411.56858632,-150604691.598747
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_DC,-0.005141890410055794,-0.010739886340817295,0.00045610552070570777
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_MFG,-0.01603724829669062,-0.027915807656037576,-0.004158688937343665
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_CM,-0.16527628422399562,-0.23293058738500708,-0.09762198106298417
