condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",mean_adopt_week,0.8569409651714904,-0.4989188705163764,2.212800800859357,31.34434277313784,32.20128373830933
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_ml_forecast,0.9666666666666667,0.7929327176712992,1.140400615662034,12.8125,13.779166666666667
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_control_tower,10.29375,9.249209425855542,11.338290574144457,9.0625,19.35625
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_rfid,0.1125,0.011916325550650336,0.21308367444934967,17.8875,18.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_aps,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_routing,2.714583333333333,2.481095289537562,2.948071377129104,4.641666666666667,7.35625
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_blockchain,8.9125,7.344407198741007,10.480592801258991,7.083333333333333,15.995833333333334
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_risk_intel,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_dyad,0.7208333333333333,0.43795919031909586,1.0037074763475708,2.504166666666667,3.225
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_triad,0.075,0.022141459315680484,0.1278585406843195,0.0625,0.1375
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_chain,1.5604166666666666,1.3357149384414146,1.7851183948919185,1.0791666666666666,2.6395833333333334
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_network,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",failed_acceptance,-11.079166666666667,-16.308305368277964,-5.850027965055373,96.16666666666667,85.0875
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",failed_budget,0.008333333333333333,0.0002652616967555952,0.01640140496991107,0.0,0.008333333333333333
cm3_12w,chain_accept_share,0.4,0.8,d_network_profit,-21558187.909187857,-30913959.403042726,-12202416.41533299,550524728.3404167,528966540.4312289
cm3_12w,chain_accept_share,0.4,0.8,d_network_profit_with_inventory,-8686644.130729945,-15623029.460919272,-1750258.8005406195,489095029.0229477,480408384.89221776
cm3_12w,chain_accept_share,0.4,0.8,d_satisfaction_index,-5.240011073825597e-05,-0.00010664046561542777,1.8402441389158395e-06,0.0008752211290942185,0.0008228210183559625
cm3_12w,chain_accept_share,0.4,0.8,d_fill_rate,-9.517992374375658e-05,-0.0001885422249883224,-1.817622499190771e-06,0.001121789234510939,0.0010266093107671825
cm3_12w,chain_accept_share,0.4,0.8,costs_tech,-8135002.082666667,-9075738.121645812,-7194266.043687523,52775787.51399999,44640785.431333326
cm3_12w,chain_accept_share,0.4,0.8,adoptions,-9.233333333333333,-10.357641400791964,-8.1090252658747,67.60416666666667,58.37083333333333
cm3_12w,chain_accept_share,0.4,0.8,coalitions,-1.2395833333333333,-1.3738558150123312,-1.1053108516543353,5.44375,4.204166666666667
cm3_12w,chain_accept_share,0.4,0.8,mean_adopt_week,1.1354254862269788,-0.26141630313367914,2.5322672755876368,31.205100512610098,32.34052599883707
cm3_12w,chain_accept_share,0.4,0.8,adopt_ml_forecast,-0.05,-0.13276393257018881,0.032763932570188795,13.320833333333333,13.270833333333334
cm3_12w,chain_accept_share,0.4,0.8,adopt_control_tower,-9.14375,-10.21449500617741,-8.073004993822591,18.78125,9.6375
cm3_12w,chain_accept_share,0.4,0.8,adopt_rfid,-0.020833333333333332,-0.04846664856607216,0.0067999818994055015,17.954166666666666,17.933333333333334
cm3_12w,chain_accept_share,0.4,0.8,adopt_aps,0.0,0.0,0.0,0.0,0.0
cm3_12w,chain_accept_share,0.4,0.8,adopt_routing,-0.23125,-0.3960445695961273,-0.06645543040387272,6.114583333333333,5.883333333333334
cm3_12w,chain_accept_share,0.4,0.8,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0
cm3_12w,chain_accept_share,0.4,0.8,adopt_blockchain,0.2125,-0.03722453780653348,0.4622245378065335,11.433333333333334,11.645833333333334
cm3_12w,chain_accept_share,0.4,0.8,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0
cm3_12w,chain_accept_share,0.4,0.8,formed_dyad,-0.0125,-0.12704869650210107,0.10204869650210106,2.870833333333333,2.8583333333333334
cm3_12w,chain_accept_share,0.4,0.8,formed_triad,-0.06666666666666667,-0.11528152995918443,-0.018051803374148898,0.13333333333333333,0.06666666666666667
cm3_12w,chain_accept_share,0.4,0.8,formed_chain,-1.1604166666666667,-1.2643574659885852,-1.056475867344748,2.439583333333333,1.2791666666666666
cm3_12w,chain_accept_share,0.4,0.8,formed_network,0.0,0.0,0.0,0.0,0.0
cm3_12w,chain_accept_share,0.4,0.8,failed_acceptance,58.22083333333333,52.96284346416802,63.478823202498646,61.516666666666666,119.7375
cm3_12w,chain_accept_share,0.4,0.8,failed_budget,0.0,-0.008666499155653483,0.008666499155653483,0.004166666666666667,0.004166666666666667
cm3_12w,cost_split,equal,by_size,d_network_profit,7020973.222437413,-2755599.1213202737,16797545.5661951,536235147.77460414,543256120.9970415
cm3_12w,cost_split,equal,by_size,d_network_profit_with_inventory,10967210.306701867,1919380.9067445435,20015039.70665919,479268101.8042319,490235312.11093366
cm3_12w,cost_split,equal,by_size,d_satisfaction_index,4.8300750064815313e-05,1.0268058380785738e-05,8.633344174884489e-05,0.0008248706986926829,0.0008731714487574982
cm3_12w,cost_split,equal,by_size,d_fill_rate,3.4546293120939905e-05,3.127593637435635e-08,6.906131030550545e-05,0.0010569261260785908,0.0010914724191995308
cm3_12w,cost_split,equal,by_size,costs_tech,314666.63800000004,-8317.465514117386,637650.7415141175,48550953.15366667,48865619.791666664
cm3_12w,cost_split,equal,by_size,adoptions,2.379166666666667,1.7089561534439608,3.049377179889373,61.797916666666666,64.17708333333333
cm3_12w,cost_split,equal,by_size,coalitions,-0.10625,-0.20900376531042814,-0.003496234689571859,4.877083333333333,4.770833333333333
cm3_12w,cost_split,equal,by_size,mean_adopt_week,-0.4717647413676263,-1.1822334481131538,0.23870396537790112,32.008695626407395,31.53693088503977
cm3_12w,cost_split,equal,by_size,adopt_ml_forecast,0.025,-0.02612499999999999,0.076125,13.283333333333333,13.308333333333334
cm3_12w,cost_split,equal,by_size,adopt_control_tower,1.2354166666666666,0.7906435484087326,1.6801897849246006,13.591666666666667,14.827083333333333
cm3_12w,cost_split,equal,by_size,adopt_rfid,0.020833333333333332,-0.000687988194215703,0.04235465486088237,17.933333333333334,17.954166666666666
cm3_12w,cost_split,equal,by_size,adopt_aps,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,adopt_routing,-0.03125,-0.12633496459298235,0.06383496459298235,6.014583333333333,5.983333333333333
cm3_12w,cost_split,equal,by_size,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,adopt_blockchain,1.1291666666666667,0.5428495488484407,1.7154837844848925,10.975,12.104166666666666
cm3_12w,cost_split,equal,by_size,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,formed_dyad,-0.2625,-0.3553165470885117,-0.16968345291148834,2.995833333333333,2.7333333333333334
cm3_12w,cost_split,equal,by_size,formed_triad,-0.025,-0.08676970897486146,0.036769708974861454,0.1125,0.0875
cm3_12w,cost_split,equal,by_size,formed_chain,0.18125,0.09537946790314512,0.2671205320968549,1.76875,1.95
cm3_12w,cost_split,equal,by_size,formed_network,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,failed_acceptance,-1.5708333333333333,-3.5267062253997827,0.3850395587331161,91.4125,89.84166666666667
cm3_12w,cost_split,equal,by_size,failed_budget,-0.008333333333333333,-0.01640140496991107,-0.0002652616967555952,0.008333333333333333,0.0
cm3_12w,max_new_per_quarter,1,2,d_network_profit,103139251.01856226,71801256.31600228,134477245.72112224,488176008.8765417,591315259.8951039
