condition,arm,tech,firms,groups,measure,mean,ci_low,ci_high,git_commit,git_dirty,run_date
cm3_12w,ct_dyads,control_tower,6,3,bullwhip_CM,-6.1047711499620965,-7.270962542552689,-4.938579757371504,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,network_profit,43996196.3059995,25901779.16360103,62090613.44839798,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,network_profit_with_inventory,47260698.263802335,30469246.292809892,64052150.23479478,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,satisfaction_index,0.00046271104795520733,0.0003176943063949836,0.0006077277895154311,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,fill_rate,0.0009302679180197411,0.0006383021584957188,0.0012222336775437634,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,retail_on_time_rate,-1.600539684958694e-05,-6.346385676532198e-05,3.14530630661481e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,quality_mean,1.189354000100303e-05,-4.325725032566522e-05,6.704433032767128e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,costs_tech,7337399.979999999,6170699.570709779,8504100.389290217,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,costs_stockout,-17922355.799666677,-23547551.958597153,-12297159.6407362,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,costs_holding,3773380.522333344,1974464.873132794,5572296.171533894,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,scrap_value,3995763.861000045,2376433.515126663,5615094.206873428,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,bullwhip_DC,-0.6512693621897957,-0.7923790596698982,-0.5101596647096932,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,bullwhip_MFG,-3.252266087891202,-3.966158956972609,-2.538373218809795,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_downstream_chain,control_tower,6,1,bullwhip_CM,-12.253308983259934,-15.042254528822522,-9.464363437697347,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,network_profit,22389919.03066635,8687357.515418693,36092480.54591401,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,network_profit_with_inventory,26704154.677714285,14352535.899935365,39055773.455493204,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,satisfaction_index,0.0004722500768645406,0.0003375403389031384,0.0006069598148259428,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,fill_rate,0.0008438997204699095,0.0005951916572915113,0.0010926077836483077,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,retail_on_time_rate,2.0368843141830664e-05,-2.6750681397604952e-05,6.748836768126628e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,quality_mean,0.00022094781843507623,0.00013689590262551952,0.00030499973424463295,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,costs_tech,9019000.020000001,7590326.068070607,10447673.971929396,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,costs_stockout,-16256629.495333338,-21045862.407201108,-11467396.583465569,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,costs_holding,13680296.435666673,10139483.753429893,17221109.117903452,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,scrap_value,8007855.802000046,5742524.950722278,10273186.653277814,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,bullwhip_DC,-0.029379643724168267,-0.0531221169828414,-0.005637170465495136,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,bullwhip_MFG,-2.262700637937141,-2.7761548028101863,-1.7492464730640955,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_upstream_chain,control_tower,6,1,bullwhip_CM,-27.18600054613661,-33.170190693539155,-21.20181039873407,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,network_profit,-594666.6666666666,-677239.0234300287,-512094.3099033046,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,network_profit_with_inventory,-594666.6666666666,-677239.0234300287,-512094.3099033046,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,satisfaction_index,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,fill_rate,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,retail_on_time_rate,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,quality_mean,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,costs_tech,594666.6666666666,512094.3099033046,677239.0234300287,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,costs_stockout,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,costs_holding,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,scrap_value,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,bullwhip_DC,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,bullwhip_MFG,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_scattered,blockchain,6,6,bullwhip_CM,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,network_profit,730681.9866666158,123527.80506100203,1337836.1682722296,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,network_profit_with_inventory,791371.7493715922,163117.9183248803,1419625.580418304,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,satisfaction_index,5.8283404445432415e-06,3.63853895040515e-06,8.018141938681334e-06,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,fill_rate,3.978250440184183e-09,-4.152462955614498e-09,1.2108963835982864e-08,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,retail_on_time_rate,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,quality_mean,2.9131756596515825e-05,1.818053604926053e-05,4.0082977143771116e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,costs_tech,1538133.3333333333,1248317.3128092801,1827949.3538573864,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,costs_stockout,-76.67599999904633,-233.40368836182355,80.0516883637309,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,costs_holding,76249.56133335432,48150.196031315245,104348.92663539338,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,scrap_value,-3433672.0059999623,-4690534.933290866,-2176809.0787090585,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_DC,-3.779457191654956e-08,-1.143373114638987e-07,3.874816763079959e-08,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_MFG,-8.878880562808907e-06,-3.249084206970314e-05,1.4733080944085327e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_dyads,blockchain,6,3,bullwhip_CM,-0.002979976491144498,-0.0042790891542706724,-0.0016808638280183233,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,network_profit,9162379.75366618,2482160.45716008,15842599.050172279,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,network_profit_with_inventory,9372876.84211375,2545230.4356027376,16200523.248624763,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,satisfaction_index,4.079241207407917e-05,1.1938363308973909e-05,6.964646083918443e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,fill_rate,9.608622416605132e-06,-5.022982247556761e-06,2.4240227080767023e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,retail_on_time_rate,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,quality_mean,0.00017994050432892003,5.5958330754517005e-05,0.0003039226779033231,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_tech,842666.6466666666,566052.5101618062,1119280.783171527,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_stockout,-185032.51900000573,-466675.26823447243,96610.23023446096,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,costs_holding,384623.4180000146,117049.1788670643,652197.6571329649,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,scrap_value,-14253468.839666653,-24065843.1953997,-4441094.483933605,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_DC,-0.0010324005927602187,-0.0031615457612473225,0.0010967445757268852,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_MFG,-0.002235093131150023,-0.0060245143158388845,0.001554328053538838,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm3,blockchain,6,1,bullwhip_CM,-0.013923987983467138,-0.028777119521431985,0.0009291435544977085,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,network_profit,1973653.5813334147,283198.1683029509,3664108.9943638784,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,network_profit_with_inventory,2043045.1881510417,305202.08262457396,3780888.2936775098,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,satisfaction_index,1.070272614610938e-05,3.317061764890283e-06,1.8088390527328476e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,fill_rate,-1.1368854006358713e-11,-3.461816044936228e-11,1.188045243664485e-11,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,retail_on_time_rate,0.0,0.0,0.0,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,quality_mean,5.351365915269301e-05,1.6585317875782416e-05,9.04420004296036e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,costs_tech,842666.6466666666,566052.5101618062,1119280.783171527,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,costs_stockout,0.21733333667119345,-0.22711333682139714,0.6617800101637841,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,costs_holding,102048.70733334223,30902.240593898285,173195.17407278618,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,scrap_value,-4310085.642999982,-7277276.281959536,-1342895.0040404298,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,bullwhip_DC,9.662088018558278e-10,-7.377195746145321e-10,2.670137178326188e-09,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,bullwhip_MFG,7.770610957654375e-06,-9.05899355354411e-06,2.4600215468852858e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_hub_cm1,blockchain,6,1,bullwhip_CM,-0.004599448881709615,-0.00868985756110963,-0.000509040202309601,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,network_profit,46157148.94966634,18498732.125478163,73815565.77385452,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,network_profit_with_inventory,45729044.095475,18064025.56724888,73394062.62370113,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,satisfaction_index,0.0006282236899760596,0.00033894713280183206,0.0009175002471502871,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,fill_rate,0.001187979279723798,0.000631631602639938,0.0017443269568076579,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,retail_on_time_rate,-1.054213011656794e-06,-5.9469669211045665e-05,5.736124318773207e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,quality_mean,0.0001727515700882957,7.494583197330994e-05,0.00027055730820328146,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,costs_tech,19151999.839999996,15150810.448596744,23153189.231403247,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,costs_stockout,-22889751.54633334,-33607558.60286739,-12171944.489799293,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,costs_holding,10752114.223000018,5281962.469218569,16222265.976781467,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,scrap_value,6664199.118333324,2909714.384852197,10418683.85181445,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,bullwhip_DC,-1.0414198757826412,-1.4715961799823862,-0.6112435715828961,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,bullwhip_MFG,-6.009208797070383,-8.4871054133612,-3.531312180779568,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,ct_all,control_tower,48,1,bullwhip_CM,-33.80114967764393,-47.806048830947944,-19.79625052433991,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,network_profit,11434022.994000245,-4371209.691471253,27239255.679471742,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,network_profit_with_inventory,11749706.094882965,-4418612.045394646,27918024.235160574,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,satisfaction_index,5.02141508234207e-05,-8.133298402860755e-06,0.00010856160004970215,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,fill_rate,2.9300007271855963e-05,-1.352421671397393e-05,7.212423125768586e-05,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,retail_on_time_rate,-1.2125031439987517e-05,-3.0360915228122843e-05,6.110852348147807e-06,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,quality_mean,0.00019600828309745966,-2.7299931436030597e-05,0.0004193164976309499,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,costs_tech,3214399.8633333337,2086220.0009474098,4342579.725719258,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,costs_stockout,-564360.401000003,-1388951.3207306736,260230.51873066754,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,costs_holding,444178.46766667365,-62780.61243535316,951137.5477687004,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,scrap_value,-19323091.15,-41341593.86398695,2695411.5639869496,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,bullwhip_DC,-0.0031369443633836387,-0.0090568137577193,0.002782925030952023,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,bullwhip_MFG,-0.008393781324773641,-0.02071859301045379,0.003931030360906508,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
cm3_12w,bc_all,blockchain,34,1,bullwhip_CM,-0.028170065057537386,-0.06622115908310586,0.009881028968031093,46e85e23c6b5b283330bf353bc675f546450ff2f,False,2026-09-26
