condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high,git_commit,git_dirty,run_date
calm,horizon_weeks,"(13, 52)","(52, 156)",adopt_blockchain,0.16666666666666666,0.061710149717067134,0.2716231836162662,0.0,0.16666666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",adopt_risk_intel,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",formed_dyad,0.5458333333333333,0.3593592157759685,0.732307450890698,0.0,0.5458333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",formed_triad,0.5416666666666666,0.4628698065589488,0.6204635267743844,0.004166666666666667,0.5458333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",formed_chain,1.1208333333333333,0.9609213541511363,1.2807453125155304,0.76875,1.8895833333333334,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",formed_network,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",failed_acceptance,44.889583333333334,40.819539904356446,48.95962676231022,113.30833333333334,158.19791666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,horizon_weeks,"(13, 52)","(52, 156)",failed_budget,0.0,-0.006128140322110065,0.006128140322110065,0.0020833333333333333,0.0020833333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,d_network_profit,-11075381.0872917,-19053255.532343596,-3097506.6422398034,306249757.6505421,295174376.56325036,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,d_network_profit_with_inventory,-4862707.142516375,-9934666.343150556,209252.05811780784,276428532.37933385,271565825.2368175,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,d_satisfaction_index,-8.904256298374764e-05,-0.00012903584597284275,-4.9049279994652535e-05,0.00027190312971578715,0.0001828605667320395,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,d_fill_rate,-0.0001644969669785441,-0.0002417469261001578,-8.724700785693038e-05,0.000527662919170975,0.00036316595219243095,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,costs_tech,-8993926.667583335,-9777316.427010652,-8210536.90815602,38544255.41545834,29550328.747874998,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adoptions,-13.610416666666667,-15.236577138936862,-11.984256194396472,66.85208333333334,53.24166666666667,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,coalitions,-2.6791666666666667,-2.9479492578028723,-2.410384075530461,3.216666666666667,0.5375,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,mean_adopt_week,-1.4435847153228911,-2.8258115155660253,-0.061357915079756964,43.27810443566724,41.83451972034433,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_ml_forecast,0.08541666666666667,-0.12477795083758778,0.2956112841709211,18.697916666666668,18.783333333333335,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_control_tower,-13.26875,-14.798591474304116,-11.738908525695885,19.877083333333335,6.608333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_rfid,-0.0375,-0.10136216151596641,0.02636216151596641,22.2125,22.175,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_aps,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_routing,-0.33958333333333335,-0.4586780817748653,-0.2204885848918014,5.95625,5.616666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_blockchain,-0.05,-0.12104415212896934,0.021044152128969332,0.10833333333333334,0.058333333333333334,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,formed_dyad,-0.4875,-0.6525507403859179,-0.3224492596140821,0.5166666666666667,0.029166666666666667,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
