condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",d_network_profit,12425150.615312608,-3291953.6471305955,28142254.877755813,271908304.06233275,284333454.6776453
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",d_network_profit_with_inventory,10161760.559932359,-4745058.720448684,25068579.8403134,249347021.11088794,259508781.6708203
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",d_satisfaction_index,0.0001341765434949111,4.552529402430781e-05,0.00022282779296551436,0.00024365800629052672,0.00037783454978543784
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",d_fill_rate,0.0001556222336142538,-4.417989127398743e-06,0.0003156624563559063,0.0004796772297182954,0.0006352994633325493
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",costs_tech,13589647.930958332,12049097.459297255,15130198.40261941,31775202.087208334,45364850.018166676
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adoptions,25.070833333333333,21.839845905011586,28.30182076165508,44.170833333333334,69.24166666666666
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",coalitions,1.75625,1.4764717015722937,2.0360282984277065,0.30416666666666664,2.060416666666667
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",mean_adopt_week,4.431456123154594,2.5422905226530084,6.3206217236561795,43.66212665858571,48.09358278174031
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_ml_forecast,4.029166666666667,3.40593951606025,4.652393817273084,14.25,18.279166666666665
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_control_tower,8.591666666666667,7.041214062264917,10.142119271068417,3.725,12.316666666666666
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_rfid,0.55,0.29273485943430394,0.8072651405656961,21.533333333333335,22.083333333333332
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_aps,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_routing,1.53125,1.2827200979010003,1.7797799020989997,4.6625,6.19375
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_blockchain,10.36875,7.997877524806318,12.739622475193682,0.0,10.36875
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",adopt_risk_intel,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_dyad,0.1375,0.08086855586197678,0.19413144413802325,0.0,0.1375
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_triad,0.0375,-0.003425701335630381,0.07842570133563037,0.0,0.0375
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_chain,1.58125,1.2982154852550536,1.8642845147449465,0.30416666666666664,1.8854166666666667
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",formed_network,0.0,0.0,0.0,0.0,0.0
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",failed_acceptance,7.758333333333334,2.569007849870693,12.947658816795975,90.72083333333333,98.47916666666667
cm3_12w,horizon_weeks,"(13, 52)","(52, 156)",failed_budget,0.0020833333333333333,-0.0021770833333333325,0.006343749999999999,0.0,0.0020833333333333333
cm3_12w,chain_accept_share,0.4,0.8,d_network_profit,-18151918.331645932,-28979380.908246033,-7324455.755045833,287196838.535812,269044920.20416605
cm3_12w,chain_accept_share,0.4,0.8,d_network_profit_with_inventory,-11224511.587186527,-19440101.704793867,-3008921.469579187,260040157.18444738,248815645.59726086
cm3_12w,chain_accept_share,0.4,0.8,d_satisfaction_index,-0.00020461812216361548,-0.0002772562579705642,-0.00013197998635666676,0.00041305533911979004,0.00020843721695617453
cm3_12w,chain_accept_share,0.4,0.8,d_fill_rate,-0.0003689120564524605,-0.000513073636811984,-0.00022475047609293706,0.0007419443747516526,0.0003730323182991921
